CustomerID,Gender,Age,City,MembershipType,TotalSpend,ItemsPurchased,AvgRating,DiscountApplied,DaysSinceLastPurchase,SatisfactionLevel,Cluster,Churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
204,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
205,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,Low-Engagement Customer,1,2,1,1,4,Lost / Inactive Customer
206,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
207,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
208,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
209,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
210,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
211,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
212,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
213,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
214,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
215,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
216,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
217,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
219,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
220,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
221,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
223,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,Low-Engagement Customer,1,2,1,2,5,At Risk Customer
224,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
225,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
226,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
227,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,Regular Customer,0,3,3,3,9,Regular Customer
228,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
229,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,Low-Engagement Customer,1,2,1,1,4,Lost / Inactive Customer
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,,Low-Engagement Customer,0,3,1,1,5,At Risk Customer
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,Low-Engagement Customer,1,2,1,1,4,Lost / Inactive Customer
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
253,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
256,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
258,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,Low-Engagement Customer,1,2,1,2,5,At Risk Customer
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
269,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,Regular Customer,0,3,3,3,9,Regular Customer
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
274,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
277,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,Low-Engagement Customer,1,2,1,1,4,Lost / Inactive Customer
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
280,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
282,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
283,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
286,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,Low-Engagement Customer,1,2,1,2,5,At Risk Customer
296,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,Regular Customer,0,3,3,3,9,Regular Customer
300,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
304,Male,31,New York,Gold,1210.6,17,4.8,True,18,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied,Low-Engagement Customer,1,2,2,1,5,At Risk Customer
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
309,Female,38,Houston,Bronze,460.9,8,3.2,False,25,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied,Regular Customer,0,3,3,4,10,VIP / Loyal Customer
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied,Low-Engagement Customer,1,2,1,2,5,At Risk Customer
